ticket,time,time_msc,time_update,time_update_msc,type,magic,identifier,reason,volume,price_open,sl,tp,price_current,swap,profit,symbol,comment,external_id
5216389325,2024-09-19 18:13:44,1726769624173,1726769624,1726769624173,1,0,5216389325,3,0.5,6692.978,6728.926,0.0,6696.528,0.0,-1.78,Volatility 10 Index,-9.2406387329101,
5216396772,2024-09-19 18:23:42,1726770222167,1726770222,1726770222167,1,0,5216396772,3,0.5,6696.511,6728.926,0.0,6697.869,0.0,-0.68,Volatility 10 Index,-5.9214706420898,
5216400453,2024-09-19 18:28:56,1726770536188,1726770536,1726770536188,1,0,5216400453,3,0.5,6697.427,6728.926,0.0,6703.496,0.0,-3.03,Volatility 10 Index,-4.9015512466430,
5216407824,2024-09-19 18:38:54,1726771134182,1726771134,1726771134182,1,0,5216407824,3,0.5,6702.946,6728.926,0.0,6702.1,0.0,0.42,Volatility 10 Index,0.42263031005859,
5216411485,2024-09-19 18:44:08,1726771448167,1726771448,1726771448167,1,0,5216411485,3,0.5,6701.39,6728.926,0.0,6700.328,0.0,0.53,Volatility 10 Index,-0.6235380172729,
5216417502,2024-09-19 18:54:06,1726772046169,1726772046,1726772046169,1,0,5216417502,3,0.5,6700.125,6728.926,0.0,6695.294,0.0,2.42,Volatility 10 Index,-2.7511198520660,
5216436228,2024-09-19 19:21:48,1726773708178,1726773708,1726773708178,1,0,5216436228,3,0.5,6695.602,6728.926,0.0,6696.954,0.0,-0.68,Volatility 10 Index,-7.4266519546508,
5216443946,2024-09-19 19:32:12,1726774332186,1726774332,1726774332186,1,0,5216443946,3,0.5,6697.073,6728.926,0.0,6698.858,0.0,-0.89,Volatility 10 Index,-6.1546840667724,
5216447352,2024-09-19 19:37:00,1726774620188,1726774620,1726774620188,1,0,5216447352,3,0.5,6698.45,6728.926,0.0,6693.935,0.0,2.26,Volatility 10 Index,-3.7240076065063,
5216454774,2024-09-19 19:47:24,1726775244167,1726775244,1726775244167,1,0,5216454774,3,0.5,6694.029,6728.926,0.0,6692.805,0.0,0.61,Volatility 10 Index,-8.5604715347290,
5216457353,2024-09-19 19:52:12,1726775532188,1726775532,1726775532188,1,0,5216457353,3,0.5,6691.92,6728.926,0.0,6694.075,0.0,-1.08,Volatility 10 Index,-9.8076152801513,
5216464721,2024-09-19 20:02:38,1726776158177,1726776158,1726776158177,1,0,5216464721,3,0.5,6693.95,6728.926,0.0,6696.507,0.0,-1.28,Volatility 10 Index,-1.3711419105529,
5216468314,2024-09-19 20:07:24,1726776444178,1726776444,1726776444178,1,0,5216468314,3,0.5,6696.426,6730.031,0.0,6696.167,0.0,0.13,Volatility 10 Index,1.49853420257568,
5216474612,2024-09-19 20:17:50,1726777070168,1726777070,1726777070168,1,0,5216474612,3,0.5,6695.869,6728.926,0.0,6696.655,0.0,-0.39,Volatility 10 Index,0.92325508594512,
5216477829,2024-09-19 20:22:36,1726777356155,1726777356,1726777356155,1,0,5216477829,3,0.5,6696.185,6730.031,0.0,6693.165,0.0,1.51,Volatility 10 Index,1.36353015899658,
5216483809,2024-09-19 20:33:00,1726777980178,1726777980,1726777980178,1,0,5216483809,3,0.5,6692.887,6728.926,0.0,6689.054,0.0,1.92,Volatility 10 Index,-1.9753382205963,
5216487252,2024-09-19 20:37:46,1726778266177,1726778266,1726778266177,1,0,5216487252,3,0.5,6688.609,6730.031,0.0,6689.661,0.0,-0.53,Volatility 10 Index,-6.3974466323852,
5216493223,2024-09-19 20:48:10,1726778890159,1726778890,1726778890159,1,0,5216493223,3,0.5,6689.591,6730.031,0.0,6689.1,0.0,0.25,Volatility 10 Index,-5.5989179611206,
5216496167,2024-09-19 20:52:56,1726779176164,1726779176,1726779176164,1,0,5216496167,3,0.5,6689.053,6730.031,0.0,6686.246,-0.09,1.4,Volatility 10 Index,-6.2383890151977,
5216502391,2024-09-19 21:03:20,1726779800150,1726779800,1726779800150,1,0,5216502391,3,0.5,6685.972,6730.031,0.0,6687.997,0.0,-1.01,Volatility 10 Index,-8.7613134384155,
5216504803,2024-09-19 21:08:06,1726780086147,1726780086,1726780086147,1,0,5216504803,3,0.5,6687.583,6730.031,0.0,6682.57,0.0,2.51,Volatility 10 Index,-7.0552616119384,
5216509765,2024-09-19 21:18:30,1726780710185,1726780710,1726780710185,1,0,5216509765,3,0.5,6682.248,6730.031,0.0,6680.677,0.0,0.79,Volatility 10 Index,-12.401042938232,
5216798612,2024-09-20 07:33:38,1726817618204,1726817618,1726817618204,0,0,5216798612,3,0.5,6680.869,6638.302,0.0,6684.474,0.0,1.8,Volatility 10 Index,9.06813335418701,
5219714974,2024-09-23 16:52:50,1727110370193,1727110370,1727110370193,1,0,5219714974,3,0.5,6749.721,6756.745,2030.105,6746.891,0.0,1.42,Volatility 10 Index,-0.5835893154144,
5219722758,2024-09-23 17:04:04,1727111044198,1727111044,1727111044198,1,0,5219722758,3,0.5,6746.192,6770.304,2029.062,6747.033,0.0,-0.42,Volatility 10 Index,-0.5463141202926,
5219751684,2024-09-23 17:41:42,1727113302184,1727113302,1727113302184,1,0,5219751684,3,0.5,6745.267,6770.304,2029.062,6745.935,0.0,-0.33,Volatility 10 Index,-2.4050743579864,
5219753294,2024-09-23 17:44:00,1727113440183,1727113440,1727113440183,1,0,5219753294,3,0.5,6745.668,6755.692,2029.062,6742.595,0.0,1.54,Volatility 10 Index,-2.1497509479522,
5219769212,2024-09-23 18:04:22,1727114662191,1727114662,1727114662191,1,0,5219769212,3,0.5,6742.236,6766.824,2028.019,6739.38,0.0,1.43,Volatility 10 Index,-2.2279434204101,
5219773013,2024-09-23 18:08:22,1727114902193,1727114902,1727114902193,1,0,5219773013,3,0.5,6739.203,6766.824,2028.019,6741.766,0.0,-1.28,Volatility 10 Index,-4.8454971313476,
5219779231,2024-09-23 18:16:12,1727115372202,1727115372,1727115372202,1,0,5219779231,3,0.5,6741.792,6766.824,2028.019,6741.297,0.0,0.25,Volatility 10 Index,-2.9939830303192,
5219787917,2024-09-23 18:28:00,1727116080184,1727116080,1727116080184,1,0,5219787917,3,0.5,6740.92,6766.824,6672.612,6750.522,0.0,-4.8,Volatility 10 Index,-3.1906459331512,
5219802231,2024-09-23 18:46:44,1727117204177,1727117204,1727117204177,0,0,5219802231,3,0.5,6754.216,6753.303,11492.108,6754.006,0.0,-0.11,Volatility 10 Index,8.68945789337158,
5219804489,2024-09-23 18:49:34,1727117374169,1727117374,1727117374169,0,0,5219804489,0,0.5,6752.459,6736.122,6794.985,6750.397,0.0,-1.03,Volatility 10 Index,,
5219821961,2024-09-23 19:16:48,1727119008190,1727119008,1727119008190,1,0,5219821961,3,0.5,6750.019,6765.682,2027.677,6753.076,0.0,-1.53,Volatility 10 Index,-1.6509798765182,
5219830814,2024-09-23 19:28:36,1727119716188,1727119716,1727119716188,1,0,5219830814,3,0.5,6750.288,6765.682,2027.677,6746.517,0.0,1.8900000000000001,Volatility 10 Index,-1.2344466447830,
5220252362,2024-09-24 09:34:14,1727170454211,1727170454,1727170454211,0,0,5220252362,3,0.5,6736.672,6726.69,11446.82,6735.839,0.0,-0.42,Volatility 10 Index,3.28098034858703,
5220253409,2024-09-24 09:35:56,1727170556188,1727170556,1727170556188,0,0,5220253409,3,0.5,6735.864,6723.357,11441.148,6735.471,0.0,-0.2,Volatility 10 Index,3.27004313468933,
5220254905,2024-09-24 09:38:30,1727170710181,1727170710,1727170710181,0,0,5220254905,3,0.5,6736.144,6723.357,6774.073,6733.537,0.0,-1.3,Volatility 10 Index,1.51681077480316,
5220254905,2024-09-24 09:38:30,1727170710181,1727170710,1727170710181,0,0,5220254905,3,0.5,6736.144,6723.357,6774.073,6733.144,0.0,-1.5,Volatility 10 Index,1.51681077480316,
5220284982,2024-09-24 10:18:58,1727173138179,1727173138,1727173138179,1,0,5220284982,3,0.5,6733.346,6738.061,2019.399,6731.878,0.0,0.73,Volatility 10 Index,-4.1698360443115,
5220290944,2024-09-24 10:26:52,1727173612189,1727173612,1727173612189,1,0,5220290944,3,0.5,6731.589,6738.061,6712.263,6735.902,0.0,-2.16,Volatility 10 Index,-5.3089065551757,
5220508487,2024-09-24 14:59:16,1727189956185,1727189956,1727189956185,1,0,5220508487,3,0.5,6724.03,6737.459,6683.613,6722.268,0.0,0.88,Volatility 10 Index,-9.4482908248901,
5220834038,2024-09-24 23:31:16,1727220676177,1727220676,1727220676177,0,0,5220834038,3,0.5,6744.139,6721.624,6775.451,6755.319,0.0,5.59,Volatility 10 Index,14.2204990386962,
5221208529,2024-09-25 11:54:00,1727265240191,1727265240,1727265240191,0,0,5221208529,3,0.5,6763.336,6770.28,6789.671,6774.638,0.0,5.65,Volatility 10 Index,7.61545801162719,
5227485865,2024-10-03 10:18:54,1727950734188,1727950734,1727950734188,1,0,5227485865,3,0.5,6694.355,6714.655,6664.32,6692.389,0.0,0.98,Volatility 10 Index,-7.4158334732055,
5227500717,2024-10-03 10:45:12,1727952312196,1727952312,1727952312196,1,0,5227500717,3,0.5,6692.177,6703.191,6663.742,6685.678,0.0,3.25,Volatility 10 Index,-9.5321636199951,
5227674765,2024-10-03 14:44:56,1727966696197,1727966696,1727966696197,1,0,5227674765,3,0.5,6685.176,6700.225,6636.605,6686.602,0.0,-0.71,Volatility 10 Index,-2.0501477718353,
5227675423,2024-10-03 14:45:42,1727966742196,1727966742,1727966742196,1,0,5227675423,3,0.5,6686.352,6700.225,6636.605,6684.074,0.0,1.1400000000000001,Volatility 10 Index,-0.2276511788368,
5227685840,2024-10-03 15:00:54,1727967654198,1727967654,1727967654198,0,0,5227685840,0,0.5,6689.579,0.0,0.0,6689.89,0.0,0.16,Volatility 10 Index,,
5227688466,2024-10-03 15:03:56,1727967836194,1727967836,1727967836194,0,0,5227688466,3,0.5,6692.963,6685.776,6755.763,6690.395,0.0,-1.28,Volatility 10 Index,3.73028373718261,
5227716848,2024-10-03 15:45:08,1727970308172,1727970308,1727970308172,1,0,5227716848,3,0.5,6685.28,6698.851,6635.244,6685.152,0.0,0.06,Volatility 10 Index,-2.1617588996887,
5227717868,2024-10-03 15:46:08,1727970368203,1727970368,1727970368203,1,0,5227717868,3,0.5,6684.756,6702.199,6628.548,6684.316,0.0,0.22,Volatility 10 Index,-2.9172503948211,
5227727738,2024-10-03 15:58:26,1727971106219,1727971106,1727971106219,1,0,5227727738,3,0.5,6686.16,6698.851,6635.244,6685.11,0.0,0.53,Volatility 10 Index,-1.7995988130569,
5227747380,2024-10-03 16:27:12,1727972832198,1727972832,1727972832198,1,0,5227747380,3,0.5,6679.833,6696.772,6633.185,6679.839,0.0,-0.0,Volatility 10 Index,-2.9452607631683,
5227764298,2024-10-03 16:50:18,1727974218208,1727974218,1727974218208,1,0,5227764298,3,0.5,6679.67,6694.764,6633.185,6679.732,0.0,-0.03,Volatility 10 Index,-3.7619438171386,
5227770191,2024-10-03 16:59:28,1727974768181,1727974768,1727974768181,1,0,5227770191,3,0.5,6679.099,6694.764,6633.185,6682.538,0.0,-1.72,Volatility 10 Index,-3.2518570423126,
5228536616,2024-10-04 15:26:28,1728055588204,1728055588,1728055588204,1,0,5228536616,0,0.5,6632.387,6640.434,0.0,6628.505,0.0,1.94,Volatility 10 Index,,
5228550849,2024-10-04 15:44:46,1728056686195,1728056686,1728056686195,1,0,5228550849,0,0.5,6630.695,6623.729,0.0,6620.896,0.0,4.9,Volatility 10 Index,,
5229449762,2024-10-05 22:17:44,1728166664116,1728166664,1728166664116,1,0,5229449762,3,0.5,6639.508,6637.328,6579.816,6632.23,0.0,3.64,Volatility 10 Index,-7.0724611282348,
5235311992,2024-10-13 13:53:06,1728827586122,1728827586,1728827586122,0,0,5235311992,0,0.5,6595.388,6589.058,0.0,6595.242,0.0,-0.07,Volatility 10 Index,,
5239962684,2024-10-19 11:26:38,1729337198109,1729337198,1729337198109,1,0,5239962684,3,0.5,6540.121,6596.965,6505.067,6539.933,0.0,0.09,Volatility 10 Index,-8.5025720596313,
5239965152,2024-10-19 11:31:50,1729337510120,1729337510,1729337510120,1,0,5239965152,3,0.5,6539.959,6596.965,6505.067,6541.811,0.0,-0.93,Volatility 10 Index,-8.1147680282592,
5239966195,2024-10-19 11:33:50,1729337630111,1729337630,1729337630111,1,0,5239966195,3,0.5,6541.682,6538.134,6505.067,6536.138,0.0,2.77,Volatility 10 Index,-7.8294410705566,
5240753078,2024-10-20 15:18:08,1729437488128,1729437488,1729437488128,0,0,5240753078,3,0.5,6506.76,6473.587,6564.672,6512.488,0.0,2.86,Volatility 10 Index,7.94021129608154,
5240847440,2024-10-20 17:47:04,1729446424123,1729446424,1729446424123,1,0,5240847440,0,0.5,6497.94,0.0,0.0,6497.315,0.0,0.31,Volatility 10 Index,,
5240876481,2024-10-20 18:36:46,1729449406121,1729449406,1729449406121,0,0,5240876481,3,0.5,6493.89,6471.929,6562.992,6493.133,0.0,-0.38,Volatility 10 Index,1.44170761108398,
5240887693,2024-10-20 18:59:22,1729450762132,1729450762,1729450762132,0,0,5240887693,3,0.5,6497.959,6471.929,6562.992,6498.646,0.0,0.34,Volatility 10 Index,5.37310886383056,
5241183061,2024-10-21 06:54:38,1729493678179,1729493678,1729493678179,0,0,5241183061,3,0.5,6489.72,6450.869,6541.635,6485.888,0.0,-1.92,Volatility 10 Index,12.6438179016113,
